"Subject","Activity","MeanValue","variable"
"28","WALKING_UPSTAIRS","0.088357304227173","tBodyGyro-mean()-Z"
"28","WALKING_UPSTAIRS","-0.0967092754729682","tBodyGyroJerk-mean()-X"
"28","WALKING_UPSTAIRS","-0.0423181079782632","tBodyGyroJerk-mean()-Y"
"28","WALKING_UPSTAIRS","-0.0548303497968374","tBodyGyroJerk-mean()-Z"
"28","WALKING_UPSTAIRS","-0.54822165976717","tBodyAccMag-mean()"
"28","WALKING_UPSTAIRS","-0.54822165976717","tGravityAccMag-mean()"
"28","WALKING_UPSTAIRS","-0.649417950650692","tBodyAccJerkMag-mean()"
"28","WALKING_UPSTAIRS","-0.60524856977632","tBodyGyroMag-mean()"
"28","WALKING_UPSTAIRS","-0.762137610987416","tBodyGyroJerkMag-mean()"
"28","WALKING_UPSTAIRS","-0.622761658493734","fBodyAcc-mean()-X"
"28","WALKING_UPSTAIRS","-0.53749328145871","fBodyAcc-mean()-Y"
"28","WALKING_UPSTAIRS","-0.665033506271952","fBodyAcc-mean()-Z"
"28","WALKING_UPSTAIRS","-0.2214691368263","fBodyAcc-meanFreq()-X"
"28","WALKING_UPSTAIRS","0.015400588735675","fBodyAcc-meanFreq()-Y"
"28","WALKING_UPSTAIRS","0.0473098698476722","fBodyAcc-meanFreq()-Z"
"28","WALKING_UPSTAIRS","-0.656713524546605","fBodyAccJerk-mean()-X"
"28","WALKING_UPSTAIRS","-0.628961179980356","fBodyAccJerk-mean()-Y"
"28","WALKING_UPSTAIRS","-0.743608246170053","fBodyAccJerk-mean()-Z"
"28","WALKING_UPSTAIRS","-0.0477062917542324","fBodyAccJerk-meanFreq()-X"
"28","WALKING_UPSTAIRS","-0.213392904926883","fBodyAccJerk-meanFreq()-Y"
"28","WALKING_UPSTAIRS","-0.123828014584147","fBodyAccJerk-meanFreq()-Z"
"28","WALKING_UPSTAIRS","-0.672094306818974","fBodyGyro-mean()-X"
"28","WALKING_UPSTAIRS","-0.70621663959074","fBodyGyro-mean()-Y"
"28","WALKING_UPSTAIRS","-0.644192752866115","fBodyGyro-mean()-Z"
"28","WALKING_UPSTAIRS","-0.101042702224631","fBodyGyro-meanFreq()-X"
"28","WALKING_UPSTAIRS","-0.174277577553958","fBodyGyro-meanFreq()-Y"
"28","WALKING_UPSTAIRS","-0.0513928953203266","fBodyGyro-meanFreq()-Z"
"28","WALKING_UPSTAIRS","-0.585962696268539","fBodyAccMag-mean()"
"28","WALKING_UPSTAIRS","0.0768760112631957","fBodyAccMag-meanFreq()"
"28","WALKING_UPSTAIRS","-0.620789916331592","fBodyBodyAccJerkMag-mean()"
"28","WALKING_UPSTAIRS","0.173219742700723","fBodyBodyAccJerkMag-meanFreq()"
"28","WALKING_UPSTAIRS","-0.697411069729937","fBodyBodyGyroMag-mean()"
"28","WALKING_UPSTAIRS","-0.0415636227771787","fBodyBodyGyroMag-meanFreq()"
"28","WALKING_UPSTAIRS","-0.779767633083527","fBodyBodyGyroJerkMag-mean()"
"28","WALKING_UPSTAIRS","0.126707820497791","fBodyBodyGyroJerkMag-meanFreq()"
"28","WALKING_UPSTAIRS","-0.607783818968688","tBodyAcc-std()-X"
"28","WALKING_UPSTAIRS","-0.510191378479501","tBodyAcc-std()-Y"
"28","WALKING_UPSTAIRS","-0.61306429934125","tBodyAcc-std()-Z"
"28","WALKING_UPSTAIRS","-0.965207115039421","tGravityAcc-std()-X"
"28","WALKING_UPSTAIRS","-0.95440802665318","tGravityAcc-std()-Y"
"28","WALKING_UPSTAIRS","-0.938900969424022","tGravityAcc-std()-Z"
"28","WALKING_UPSTAIRS","-0.63978102073413","tBodyAccJerk-std()-X"
"28","WALKING_UPSTAIRS","-0.607971599340832","tBodyAccJerk-std()-Y"
"28","WALKING_UPSTAIRS","-0.762820240449202","tBodyAccJerk-std()-Z"
"28","WALKING_UPSTAIRS","-0.721192598029789","tBodyGyro-std()-X"
"28","WALKING_UPSTAIRS","-0.682653506899942","tBodyGyro-std()-Y"
"28","WALKING_UPSTAIRS","-0.653665674372188","tBodyGyro-std()-Z"
"28","WALKING_UPSTAIRS","-0.731348533131935","tBodyGyroJerk-std()-X"
"28","WALKING_UPSTAIRS","-0.786062320321895","tBodyGyroJerk-std()-Y"
"28","WALKING_UPSTAIRS","-0.739932395222129","tBodyGyroJerk-std()-Z"
"28","WALKING_UPSTAIRS","-0.591225327146546","tBodyAccMag-std()"
"28","WALKING_UPSTAIRS","-0.591225327146546","tGravityAccMag-std()"
"28","WALKING_UPSTAIRS","-0.627762945785391","tBodyAccJerkMag-std()"
"28","WALKING_UPSTAIRS","-0.662533062898382","tBodyGyroMag-std()"
"28","WALKING_UPSTAIRS","-0.77799317279698","tBodyGyroJerkMag-std()"
"28","WALKING_UPSTAIRS","-0.603356276555826","fBodyAcc-std()-X"
"28","WALKING_UPSTAIRS","-0.528420009576204","fBodyAcc-std()-Y"
"28","WALKING_UPSTAIRS","-0.617874813333395","fBodyAcc-std()-Z"
"28","WALKING_UPSTAIRS","-0.654979816705833","fBodyAccJerk-std()-X"
"28","WALKING_UPSTAIRS","-0.612243590244114","fBodyAccJerk-std()-Y"
"28","WALKING_UPSTAIRS","-0.780928428167213","fBodyAccJerk-std()-Z"
"28","WALKING_UPSTAIRS","-0.738594816501343","fBodyGyro-std()-X"
"28","WALKING_UPSTAIRS","-0.674226934551517","fBodyGyro-std()-Y"
"28","WALKING_UPSTAIRS","-0.690446312501126","fBodyGyro-std()-Z"
"28","WALKING_UPSTAIRS","-0.659531216655476","fBodyAccMag-std()"
"28","WALKING_UPSTAIRS","-0.640076803144351","fBodyBodyAccJerkMag-std()"
"28","WALKING_UPSTAIRS","-0.699976372277643","fBodyBodyGyroMag-std()"
"28","WALKING_UPSTAIRS","-0.792190209274884","fBodyBodyGyroJerkMag-std()"
"28","WALKING_DOWNSTAIRS","0.274347260646063","tBodyAcc-mean()-X"
"28","WALKING_DOWNSTAIRS","-0.0177434918458972","tBodyAcc-mean()-Y"
"28","WALKING_DOWNSTAIRS","-0.108925032737064","tBodyAcc-mean()-Z"
"28","WALKING_DOWNSTAIRS","0.669226222373046","tGravityAcc-mean()-X"
"28","WALKING_DOWNSTAIRS","0.00403879092060518","tGravityAcc-mean()-Y"
"28","WALKING_DOWNSTAIRS","0.0921508600211059","tGravityAcc-mean()-Z"
"28","WALKING_DOWNSTAIRS","0.0789381220355816","tBodyAccJerk-mean()-X"
"28","WALKING_DOWNSTAIRS","0.0079481069090025","tBodyAccJerk-mean()-Y"
"28","WALKING_DOWNSTAIRS","-0.00467469823628666","tBodyAccJerk-mean()-Z"
"28","WALKING_DOWNSTAIRS","-0.0309824871713436","tBodyGyro-mean()-X"
"28","WALKING_DOWNSTAIRS","-0.0747194855994359","tBodyGyro-mean()-Y"
"28","WALKING_DOWNSTAIRS","0.088357304227173","tBodyGyro-mean()-Z"
"28","WALKING_DOWNSTAIRS","-0.0967092754729682","tBodyGyroJerk-mean()-X"
"28","WALKING_DOWNSTAIRS","-0.0423181079782632","tBodyGyroJerk-mean()-Y"
"28","WALKING_DOWNSTAIRS","-0.0548303497968374","tBodyGyroJerk-mean()-Z"
"28","WALKING_DOWNSTAIRS","-0.54822165976717","tBodyAccMag-mean()"
"28","WALKING_DOWNSTAIRS","-0.54822165976717","tGravityAccMag-mean()"
"28","WALKING_DOWNSTAIRS","-0.649417950650692","tBodyAccJerkMag-mean()"
"28","WALKING_DOWNSTAIRS","-0.60524856977632","tBodyGyroMag-mean()"
"28","WALKING_DOWNSTAIRS","-0.762137610987416","tBodyGyroJerkMag-mean()"
"28","WALKING_DOWNSTAIRS","-0.622761658493734","fBodyAcc-mean()-X"
"28","WALKING_DOWNSTAIRS","-0.53749328145871","fBodyAcc-mean()-Y"
"28","WALKING_DOWNSTAIRS","-0.665033506271952","fBodyAcc-mean()-Z"
"28","WALKING_DOWNSTAIRS","-0.2214691368263","fBodyAcc-meanFreq()-X"
"28","WALKING_DOWNSTAIRS","0.015400588735675","fBodyAcc-meanFreq()-Y"
"28","WALKING_DOWNSTAIRS","0.0473098698476722","fBodyAcc-meanFreq()-Z"
"28","WALKING_DOWNSTAIRS","-0.656713524546605","fBodyAccJerk-mean()-X"
"28","WALKING_DOWNSTAIRS","-0.628961179980356","fBodyAccJerk-mean()-Y"
"28","WALKING_DOWNSTAIRS","-0.743608246170053","fBodyAccJerk-mean()-Z"
"28","WALKING_DOWNSTAIRS","-0.0477062917542324","fBodyAccJerk-meanFreq()-X"
"28","WALKING_DOWNSTAIRS","-0.213392904926883","fBodyAccJerk-meanFreq()-Y"
"28","WALKING_DOWNSTAIRS","-0.123828014584147","fBodyAccJerk-meanFreq()-Z"
"28","WALKING_DOWNSTAIRS","-0.672094306818974","fBodyGyro-mean()-X"
"28","WALKING_DOWNSTAIRS","-0.70621663959074","fBodyGyro-mean()-Y"
"28","WALKING_DOWNSTAIRS","-0.644192752866115","fBodyGyro-mean()-Z"
"28","WALKING_DOWNSTAIRS","-0.101042702224631","fBodyGyro-meanFreq()-X"
"28","WALKING_DOWNSTAIRS","-0.174277577553958","fBodyGyro-meanFreq()-Y"
"28","WALKING_DOWNSTAIRS","-0.0513928953203266","fBodyGyro-meanFreq()-Z"
"28","WALKING_DOWNSTAIRS","-0.585962696268539","fBodyAccMag-mean()"
"28","WALKING_DOWNSTAIRS","0.0768760112631957","fBodyAccMag-meanFreq()"
"28","WALKING_DOWNSTAIRS","-0.620789916331592","fBodyBodyAccJerkMag-mean()"
"28","WALKING_DOWNSTAIRS","0.173219742700723","fBodyBodyAccJerkMag-meanFreq()"
"28","WALKING_DOWNSTAIRS","-0.697411069729937","fBodyBodyGyroMag-mean()"
"28","WALKING_DOWNSTAIRS","-0.0415636227771787","fBodyBodyGyroMag-meanFreq()"
"28","WALKING_DOWNSTAIRS","-0.779767633083527","fBodyBodyGyroJerkMag-mean()"
"28","WALKING_DOWNSTAIRS","0.126707820497791","fBodyBodyGyroJerkMag-meanFreq()"
"28","WALKING_DOWNSTAIRS","-0.607783818968688","tBodyAcc-std()-X"
"28","WALKING_DOWNSTAIRS","-0.510191378479501","tBodyAcc-std()-Y"
"28","WALKING_DOWNSTAIRS","-0.61306429934125","tBodyAcc-std()-Z"
"28","WALKING_DOWNSTAIRS","-0.965207115039421","tGravityAcc-std()-X"
"28","WALKING_DOWNSTAIRS","-0.95440802665318","tGravityAcc-std()-Y"
"28","WALKING_DOWNSTAIRS","-0.938900969424022","tGravityAcc-std()-Z"
"28","WALKING_DOWNSTAIRS","-0.63978102073413","tBodyAccJerk-std()-X"
"28","WALKING_DOWNSTAIRS","-0.607971599340832","tBodyAccJerk-std()-Y"
"28","WALKING_DOWNSTAIRS","-0.762820240449202","tBodyAccJerk-std()-Z"
"28","WALKING_DOWNSTAIRS","-0.721192598029789","tBodyGyro-std()-X"
"28","WALKING_DOWNSTAIRS","-0.682653506899942","tBodyGyro-std()-Y"
"28","WALKING_DOWNSTAIRS","-0.653665674372188","tBodyGyro-std()-Z"
"28","WALKING_DOWNSTAIRS","-0.731348533131935","tBodyGyroJerk-std()-X"
"28","WALKING_DOWNSTAIRS","-0.786062320321895","tBodyGyroJerk-std()-Y"
"28","WALKING_DOWNSTAIRS","-0.739932395222129","tBodyGyroJerk-std()-Z"
"28","WALKING_DOWNSTAIRS","-0.591225327146546","tBodyAccMag-std()"
"28","WALKING_DOWNSTAIRS","-0.591225327146546","tGravityAccMag-std()"
"28","WALKING_DOWNSTAIRS","-0.627762945785391","tBodyAccJerkMag-std()"
"28","WALKING_DOWNSTAIRS","-0.662533062898382","tBodyGyroMag-std()"
"28","WALKING_DOWNSTAIRS","-0.77799317279698","tBodyGyroJerkMag-std()"
"28","WALKING_DOWNSTAIRS","-0.603356276555826","fBodyAcc-std()-X"
"28","WALKING_DOWNSTAIRS","-0.528420009576204","fBodyAcc-std()-Y"
"28","WALKING_DOWNSTAIRS","-0.617874813333395","fBodyAcc-std()-Z"
"28","WALKING_DOWNSTAIRS","-0.654979816705833","fBodyAccJerk-std()-X"
"28","WALKING_DOWNSTAIRS","-0.612243590244114","fBodyAccJerk-std()-Y"
"28","WALKING_DOWNSTAIRS","-0.780928428167213","fBodyAccJerk-std()-Z"
"28","WALKING_DOWNSTAIRS","-0.738594816501343","fBodyGyro-std()-X"
"28","WALKING_DOWNSTAIRS","-0.674226934551517","fBodyGyro-std()-Y"
"28","WALKING_DOWNSTAIRS","-0.690446312501126","fBodyGyro-std()-Z"
"28","WALKING_DOWNSTAIRS","-0.659531216655476","fBodyAccMag-std()"
"28","WALKING_DOWNSTAIRS","-0.640076803144351","fBodyBodyAccJerkMag-std()"
"28","WALKING_DOWNSTAIRS","-0.699976372277643","fBodyBodyGyroMag-std()"
"28","WALKING_DOWNSTAIRS","-0.792190209274884","fBodyBodyGyroJerkMag-std()"
"28","SITTING","0.274347260646063","tBodyAcc-mean()-X"
"28","SITTING","-0.0177434918458972","tBodyAcc-mean()-Y"
"28","SITTING","-0.108925032737064","tBodyAcc-mean()-Z"
"28","SITTING","0.669226222373046","tGravityAcc-mean()-X"
"28","SITTING","0.00403879092060518","tGravityAcc-mean()-Y"
"28","SITTING","0.0921508600211059","tGravityAcc-mean()-Z"
"28","SITTING","0.0789381220355816","tBodyAccJerk-mean()-X"
"28","SITTING","0.0079481069090025","tBodyAccJerk-mean()-Y"
"28","SITTING","-0.00467469823628666","tBodyAccJerk-mean()-Z"
"28","SITTING","-0.0309824871713436","tBodyGyro-mean()-X"
"28","SITTING","-0.0747194855994359","tBodyGyro-mean()-Y"
"28","SITTING","0.088357304227173","tBodyGyro-mean()-Z"
"28","SITTING","-0.0967092754729682","tBodyGyroJerk-mean()-X"
"28","SITTING","-0.0423181079782632","tBodyGyroJerk-mean()-Y"
"28","SITTING","-0.0548303497968374","tBodyGyroJerk-mean()-Z"
"28","SITTING","-0.54822165976717","tBodyAccMag-mean()"
"28","SITTING","-0.54822165976717","tGravityAccMag-mean()"
"28","SITTING","-0.649417950650692","tBodyAccJerkMag-mean()"
"28","SITTING","-0.60524856977632","tBodyGyroMag-mean()"
"28","SITTING","-0.762137610987416","tBodyGyroJerkMag-mean()"
"28","SITTING","-0.622761658493734","fBodyAcc-mean()-X"
"28","SITTING","-0.53749328145871","fBodyAcc-mean()-Y"
"28","SITTING","-0.665033506271952","fBodyAcc-mean()-Z"
"28","SITTING","-0.2214691368263","fBodyAcc-meanFreq()-X"
"28","SITTING","0.015400588735675","fBodyAcc-meanFreq()-Y"
"28","SITTING","0.0473098698476722","fBodyAcc-meanFreq()-Z"
"28","SITTING","-0.656713524546605","fBodyAccJerk-mean()-X"
"28","SITTING","-0.628961179980356","fBodyAccJerk-mean()-Y"
"28","SITTING","-0.743608246170053","fBodyAccJerk-mean()-Z"
"28","SITTING","-0.0477062917542324","fBodyAccJerk-meanFreq()-X"
"28","SITTING","-0.213392904926883","fBodyAccJerk-meanFreq()-Y"
"28","SITTING","-0.123828014584147","fBodyAccJerk-meanFreq()-Z"
"28","SITTING","-0.672094306818974","fBodyGyro-mean()-X"
"28","SITTING","-0.70621663959074","fBodyGyro-mean()-Y"
"28","SITTING","-0.644192752866115","fBodyGyro-mean()-Z"
"28","SITTING","-0.101042702224631","fBodyGyro-meanFreq()-X"
"28","SITTING","-0.174277577553958","fBodyGyro-meanFreq()-Y"
"28","SITTING","-0.0513928953203266","fBodyGyro-meanFreq()-Z"
"28","SITTING","-0.585962696268539","fBodyAccMag-mean()"
"28","SITTING","0.0768760112631957","fBodyAccMag-meanFreq()"
"28","SITTING","-0.620789916331592","fBodyBodyAccJerkMag-mean()"
"28","SITTING","0.173219742700723","fBodyBodyAccJerkMag-meanFreq()"
"28","SITTING","-0.697411069729937","fBodyBodyGyroMag-mean()"
"28","SITTING","-0.0415636227771787","fBodyBodyGyroMag-meanFreq()"
"28","SITTING","-0.779767633083527","fBodyBodyGyroJerkMag-mean()"
"28","SITTING","0.126707820497791","fBodyBodyGyroJerkMag-meanFreq()"
"28","SITTING","-0.607783818968688","tBodyAcc-std()-X"
"28","SITTING","-0.510191378479501","tBodyAcc-std()-Y"
"28","SITTING","-0.61306429934125","tBodyAcc-std()-Z"
"28","SITTING","-0.965207115039421","tGravityAcc-std()-X"
"28","SITTING","-0.95440802665318","tGravityAcc-std()-Y"
"28","SITTING","-0.938900969424022","tGravityAcc-std()-Z"
"28","SITTING","-0.63978102073413","tBodyAccJerk-std()-X"
"28","SITTING","-0.607971599340832","tBodyAccJerk-std()-Y"
"28","SITTING","-0.762820240449202","tBodyAccJerk-std()-Z"
"28","SITTING","-0.721192598029789","tBodyGyro-std()-X"
"28","SITTING","-0.682653506899942","tBodyGyro-std()-Y"
"28","SITTING","-0.653665674372188","tBodyGyro-std()-Z"
"28","SITTING","-0.731348533131935","tBodyGyroJerk-std()-X"
"28","SITTING","-0.786062320321895","tBodyGyroJerk-std()-Y"
"28","SITTING","-0.739932395222129","tBodyGyroJerk-std()-Z"
"28","SITTING","-0.591225327146546","tBodyAccMag-std()"
"28","SITTING","-0.591225327146546","tGravityAccMag-std()"
"28","SITTING","-0.627762945785391","tBodyAccJerkMag-std()"
"28","SITTING","-0.662533062898382","tBodyGyroMag-std()"
"28","SITTING","-0.77799317279698","tBodyGyroJerkMag-std()"
"28","SITTING","-0.603356276555826","fBodyAcc-std()-X"
"28","SITTING","-0.528420009576204","fBodyAcc-std()-Y"
"28","SITTING","-0.617874813333395","fBodyAcc-std()-Z"
"28","SITTING","-0.654979816705833","fBodyAccJerk-std()-X"
"28","SITTING","-0.612243590244114","fBodyAccJerk-std()-Y"
"28","SITTING","-0.780928428167213","fBodyAccJerk-std()-Z"
"28","SITTING","-0.738594816501343","fBodyGyro-std()-X"
"28","SITTING","-0.674226934551517","fBodyGyro-std()-Y"
"28","SITTING","-0.690446312501126","fBodyGyro-std()-Z"
"28","SITTING","-0.659531216655476","fBodyAccMag-std()"
"28","SITTING","-0.640076803144351","fBodyBodyAccJerkMag-std()"
"28","SITTING","-0.699976372277643","fBodyBodyGyroMag-std()"
"28","SITTING","-0.792190209274884","fBodyBodyGyroJerkMag-std()"
"28","STANDING","0.274347260646063","tBodyAcc-mean()-X"
"28","STANDING","-0.0177434918458972","tBodyAcc-mean()-Y"
"28","STANDING","-0.108925032737064","tBodyAcc-mean()-Z"
"28","STANDING","0.669226222373046","tGravityAcc-mean()-X"
"28","STANDING","0.00403879092060518","tGravityAcc-mean()-Y"
"28","STANDING","0.0921508600211059","tGravityAcc-mean()-Z"
"28","STANDING","0.0789381220355816","tBodyAccJerk-mean()-X"
"28","STANDING","0.0079481069090025","tBodyAccJerk-mean()-Y"
"28","STANDING","-0.00467469823628666","tBodyAccJerk-mean()-Z"
"28","STANDING","-0.0309824871713436","tBodyGyro-mean()-X"
"28","STANDING","-0.0747194855994359","tBodyGyro-mean()-Y"
"28","STANDING","0.088357304227173","tBodyGyro-mean()-Z"
"28","STANDING","-0.0967092754729682","tBodyGyroJerk-mean()-X"
"28","STANDING","-0.0423181079782632","tBodyGyroJerk-mean()-Y"
"28","STANDING","-0.0548303497968374","tBodyGyroJerk-mean()-Z"
"28","STANDING","-0.54822165976717","tBodyAccMag-mean()"
"28","STANDING","-0.54822165976717","tGravityAccMag-mean()"
"28","STANDING","-0.649417950650692","tBodyAccJerkMag-mean()"
"28","STANDING","-0.60524856977632","tBodyGyroMag-mean()"
"28","STANDING","-0.762137610987416","tBodyGyroJerkMag-mean()"
"28","STANDING","-0.622761658493734","fBodyAcc-mean()-X"
"28","STANDING","-0.53749328145871","fBodyAcc-mean()-Y"
"28","STANDING","-0.665033506271952","fBodyAcc-mean()-Z"
"28","STANDING","-0.2214691368263","fBodyAcc-meanFreq()-X"
"28","STANDING","0.015400588735675","fBodyAcc-meanFreq()-Y"
"28","STANDING","0.0473098698476722","fBodyAcc-meanFreq()-Z"
"28","STANDING","-0.656713524546605","fBodyAccJerk-mean()-X"
"28","STANDING","-0.628961179980356","fBodyAccJerk-mean()-Y"
"28","STANDING","-0.743608246170053","fBodyAccJerk-mean()-Z"
"28","STANDING","-0.0477062917542324","fBodyAccJerk-meanFreq()-X"
"28","STANDING","-0.213392904926883","fBodyAccJerk-meanFreq()-Y"
"28","STANDING","-0.123828014584147","fBodyAccJerk-meanFreq()-Z"
"28","STANDING","-0.672094306818974","fBodyGyro-mean()-X"
"28","STANDING","-0.70621663959074","fBodyGyro-mean()-Y"
"28","STANDING","-0.644192752866115","fBodyGyro-mean()-Z"
"28","STANDING","-0.101042702224631","fBodyGyro-meanFreq()-X"
"28","STANDING","-0.174277577553958","fBodyGyro-meanFreq()-Y"
"28","STANDING","-0.0513928953203266","fBodyGyro-meanFreq()-Z"
"28","STANDING","-0.585962696268539","fBodyAccMag-mean()"
"28","STANDING","0.0768760112631957","fBodyAccMag-meanFreq()"
"28","STANDING","-0.620789916331592","fBodyBodyAccJerkMag-mean()"
"28","STANDING","0.173219742700723","fBodyBodyAccJerkMag-meanFreq()"
"28","STANDING","-0.697411069729937","fBodyBodyGyroMag-mean()"
"28","STANDING","-0.0415636227771787","fBodyBodyGyroMag-meanFreq()"
"28","STANDING","-0.779767633083527","fBodyBodyGyroJerkMag-mean()"
"28","STANDING","0.126707820497791","fBodyBodyGyroJerkMag-meanFreq()"
"28","STANDING","-0.607783818968688","tBodyAcc-std()-X"
"28","STANDING","-0.510191378479501","tBodyAcc-std()-Y"
"28","STANDING","-0.61306429934125","tBodyAcc-std()-Z"
